Ivan Majesky,majesiv01,D,63,202,8,23,31,5.6
Shawn Matthias,matthsh01,C,72,551,90,84,174,15.9
Ben Maxwell,maxwebe01,C,21,47,2,6,8,0.1
Chris McAlpine,mcalpch01,D,3,289,6,24,30,10.0
Kenndal McArdle,mcardke01,LW,9,42,1,2,3,-0.6
Steve McCarthy,mccarst01,D,117,302,17,38,55,8.9
Shawn McEachern,mceacsh01,RW,128,911,256,323,579,55.8
Derek Meech,meechde01,D,18,144,4,13,17,1.6
Julian Melchiori,melchju01,D,30,30,0,2,2,0.4
Scott Mellanby,mellasc01,RW,140,1431,364,476,840,71.4
Glen Metropolit,metrogl01,C,57,407,57,102,159,13.6
Freddy Meyer,meyerfr01,D,15,281,20,53,73,12.5
Antti Miettinen,miettan01,RW,67,539,97,133,230,21.0
Fredrik Modin,modinfr01,LW,36,898,232,230,462,47.0
Jaroslav Modry,modryja01,D,79,725,49,201,250,45.9
Joseph Morrow,morrojo02,D,59,162,9,23,32,5.4
Joe Motzko,motzkjo01,RW,6,25,4,2,6,0.6
Gord Murphy,murphgo01,D,85,862,85,238,323,55.7
Rumun Ndur,ndurru01,D,27,69,2,3,5,0.4
Sami Niku,nikusa01,D,31,31,2,3,5,1.0
Nelson Nogier,nogiene01,D,11,11,0,0,0,-0.1
Eric O'Dell,odeller01,C,41,41,3,5,8,0.5
Johnny Oduya,oduyajo01,D,172,850,41,149,190,44.8
Nathan Oystrick,oystrna01,D,53,65,5,10,15,2.4
Adam Pardy,pardyad01,D,129,342,4,48,52,11.2
Anthony Peluso,pelusan01,RW,142,148,4,10,14,0.3
Eric Perrin,perrier01,C,159,245,32,72,104,6.6
Nic Petan,petanni01,C,108,113,6,18,24,0.5
Ronald Petrovicky,petroro02,RW,138,342,41,51,92,5.9
Rich Peverley,peverri01,C,180,442,84,157,241,22.0
Kamil Piros,piroska01,C,25,28,4,4,8,0.7
Alexei Ponikarovsky,ponikal01,LW,12,678,139,184,323,33.2
Tucker Poolman,poolmtu01,D,24,24,1,1,2,0.7
Mark Popovic,popovma01,D,80,81,2,5,7,1.2
Paul Postma,postmpa01,D,191,205,10,25,35,6.1
Brian Pothier,pothibr01,D,36,362,26,92,118,21.3
Martin Prochazka,prochma01,RW,3,32,2,5,7,0.1
Marty Reasoner,reasoma01,C,159,798,97,169,266,17.7
Mark Recchi*,recchma01,RW,53,1652,577,956,1533,147.5
Zach Redmond,redmoza01,D,18,133,9,29,38,8.1
Todd Reirden,reirdto01,D,65,183,11,35,46,8.1
Pascal Rheaume,rheaupa01,C,98,318,39,52,91,6.6
Patrick Rissmiller,rissmpa01,LW,1,192,18,28,46,2.8
Randy Robitaille,robitra01,C,69,531,84,172,256,20.7
Jack Roslovic,rosloja01,C,109,109,14,24,38,3.3
Kyle Rossiter,rossiky01,D,2,11,0,1,1,0.0
Steve Rucchin,rucchst01,C,47,735,171,318,489,46.1
Kirill Safronov,safroki01,D,34,35,2,2,4,-0.1
Anssi Salmela,salmean01,D,38,112,4,17,21,4.0
Tommi Santala,santato01,C,33,63,2,7,9,0.0
Mike Santorelli,santomi01,C,10,406,64,74,138,11.8
Yves Sarault,sarauyv01,LW,20,106,10,10,20,-0.2
Marc Savard,savarma01,C,184,807,207,499,706,67.7
Cameron Schilling,schilca01,D,4,10,0,1,1,0.0
Mathieu Schneider,schnema01,D,44,1289,223,520,743,132.8
Rob Schremp,schrero01,C,18,114,20,34,54,4.3
Christoph Schubert,schubch01,D,47,315,25,47,72,12.9
Luke Sellars,sellalu01,D,1,1,0,0,0,0.0
Devin Setoguchi,setogde01,RW,75,516,131,130,261,29.2
Darryl Shannon,shannda01,D,49,544,28,111,139,32.0
Jon Sim,simjo01,LW,77,469,75,64,139,11.3
Ben Simon,simonbe01,LW,68,81,3,1,4,-0.7
Jarrod Skalde,skaldja01,C,19,115,13,21,34,0.8
Andrei Skopintsev,skopian01,D,17,40,2,4,6,0.7
