Andre Hinse,hinsean01,LW,4,4,0,0,0,-0.2
Dan Hodgson,hodgsda01,C,40,114,29,45,74,4.5
Benoit Hogue,hoguebe01,C,56,863,222,321,543,44.3
Josh Holden,holdejo01,C,6,60,5,9,14,0.6
Justin Holl,hollju01,D,13,13,2,1,3,0.6
Peter Holland,hollape01,C,174,266,36,49,85,6.2
Flash Hollett,hollefl01,D,64,560,132,181,313,78.1
Ryan Hollweg,hollwry01,C,25,228,5,9,14,-2.5
Albert Holway,holwaal01,D,42,116,7,2,9,7.2
Korbinian Holzer,holzeko01,D,58,157,5,18,23,4.7
Larry Hopkins,hopkila01,LW,2,60,13,16,29,1.6
George Horne,hornege01,RW,39,54,9,3,12,2.6
Bronco Horvath,horvabr01,C,10,434,141,185,326,29.8
Greg Hotham,hothagr01,D,60,230,15,74,89,11.6
Phil Housley*,houslph01,D,1,1495,338,894,1232,170.7
Jack Howard,howarja01,D,2,2,0,0,0,0.1
Syd Howe*,howesy01,C/LW,3,700,237,292,529,55.7
Rolly Huard,huardro01,C,1,1,1,0,1,0.2
Greg Hubick,hubicgr01,D,72,77,6,9,15,3.5
Mike Hudson,hudsomi01,C/LW,27,416,49,87,136,3.1
Matt Hunwick,hunwima01,D,132,535,25,94,119,22.6
Ron Hurst,hurstro01,RW,64,64,9,7,16,0.7
Dave Hutchison,hutchda01,D,157,584,19,97,116,33.7
Miroslav Ihnacak,ihnacmi01,LW,55,56,8,9,17,0.3
Brent Imlach,imlacbr01,F,3,3,0,0,0,-0.1
Jack Ingoldsby,ingoljo01,RW/D,29,29,5,1,6,1.9
Ralph Intranuovo,intrara01,C,3,22,2,4,6,0.1
Brayden Irwin,irwinbr01,RW,2,2,0,0,0,0.0
Ric Jackman,jackmri01,D,71,231,19,58,77,8.8
Art Jackson,jacksar01,C,114,470,123,179,302,24.5
Jeff Jackson,jacksje01,LW,77,263,38,48,86,1.9
Stan Jackson,jacksst01,LW,26,86,9,9,18,-1.1
Paul Jacobs,jacobpa01,D,1,1,0,0,0,-0.1
Gerry James,jamesge01,RW,149,149,14,26,40,0.9
Val James,jamesva01,LW,4,11,0,0,0,-0.3
Gary Jarrett,jarrega01,LW,1,341,72,92,164,10.7
Pierre Jarry,jarrypi01,LW,104,344,88,117,205,13.8
James Jarvis,jarvija01,LW,24,112,17,15,32,0.5
Wes Jarvis,jarviwe01,C,29,237,31,55,86,1.7
Larry Jeffrey,jeffrla01,LW,76,368,39,62,101,1.4
Roger Jenkins,jenkiro01,RW/D,21,324,15,41,56,2.4
Grant Jennings,jennigr01,D,10,389,14,43,57,15.1
Bill Johansen,johanbi01,C/RW,1,1,0,0,0,0.0
Trevor Johansen,johantr01,D,132,286,11,46,57,11.3
Calle Johansson,johanca01,D,8,1109,119,416,535,95.1
Craig Johnson,johnscr01,LW,10,557,75,98,173,11.2
Danny Johnson,johnsda01,C,1,120,18,19,37,0.7
Terry Johnson,johnste01,D,48,285,3,24,27,10.0
Andreas Johnsson,johnsan01,LW,82,82,22,24,46,5.2
Greg Johnston,johnsgr01,RW,4,187,26,29,55,1.1
Ross Johnstone,johnsro01,D,42,42,5,4,9,3.7
Olli Jokinen,jokinol01,C,6,1231,321,429,750,71.7
Buck Jones,jonesbu01,D,16,50,2,3,5,3.0
Jimmy Jones,jonesji02,RW,148,148,13,18,31,-0.5
Kenny Jonsson,jonsske01,D,89,686,63,204,267,50.4
Eddie Joyal,joyaled01,C,14,465,128,134,262,20.2
Bingo Kampman,kampmbi01,D,189,189,14,30,44,16.9
Kasperi Kapanen,kapanka01,RW,133,133,28,26,54,4.9
Alexander Karpovtsev,karpoal01,D,125,596,34,154,188,38.2
Mike Kaszycki,kaszymi01,C,53,226,42,80,122,6.4
Butch Keeling,keelibu01,LW,73,525,157,64,221,33.8
Larry Keenan,keenala01,LW,2,233,38,64,102,6.4
Rick Kehoe,kehoeri01,RW,184,906,371,396,767,61.7
Stan Kemp,kempst01,D,1,1,0,0,0,0.0
Bill Kendall,kendabi01,RW,21,138,16,11,27,1.0
Forbes Kennedy,kennefo01,C,13,603,70,108,178,2.7
Mike Kennedy,kennemi01,C,13,145,16,36,52,2.5
Alexander Khavanov,khavaal01,D,64,348,27,75,102,22.0
Dmitri Khristich,khrisdm01,LW/C,80,811,259,337,596,60.3
Hec Kilrea,kilrehe01,LW,89,633,166,130,296,44.9
Derek King,kingde01,LW,161,830,261,351,612,53.1
Kris King,kingkr01,LW,188,849,66,85,151,-4.4
Mark Kirton,kirtoma01,C,13,266,57,56,113,3.5
Bill Kitchen,kitchbi01,D,29,41,1,4,5,1.1
Ken Klee,kleeke01,D,122,934,55,140,195,33.9
Paul Knox,knoxpa01,RW,1,1,0,0,0,0.0
Ladislav Kohn,kohnla01,RW,16,186,14,28,42,0.4
Mark Kolesar,kolesma01,LW,28,28,2,2,4,-0.3
Mike Komisarek,komismi01,D,158,551,14,67,81,17.6
Maxim Kondratiev,kondrma01,D,7,40,1,2,3,0.7
John Kordic,kordijo01,RW,104,244,17,18,35,-2.9
Mike Kostka,kostkmi01,D,35,85,4,17,21,4.5
Chris Kotsopoulos,kotsoch01,D,182,479,44,109,153,24.6
Les Kozak,kozakle01,LW,12,12,1,0,1,-0.1
